State,Number,Summary,Bill Type,Penalties,Date,Status,Youth State Risk,Adult State Risk,Notes,URL,Sponsors,Calendar,History,Manual Status,Change Hash,Bill ID,PDF,Bill PDF,Targets Gender Identity,Targets Sexual Orientation,Targets Minors,Targets Adults,Trans Exclusionary Sex Definiition?,🔐 Softr Record ID
Alaska,HB45,Display Of U.s. Flag,Censorship: Pride Flag Ban,,2026-03-27,COSPONSOR(S): MCCABE,Moderate,Moderate,non-govt. flags (including re: SOGI) banned from display at govt buildings including schools.,https://legiscan.com/AK/bill/HB45/2025,"Jamie Allard, George Rauscher",,"H 2025-01-22 PREFILE RELEASED 1/17/25, H 2025-01-22 READ THE FIRST TIME - REFERRALS, H 2025-01-22 CRA, JUD, H 2025-01-22 REFERRED TO COMMUNITY & REGIONAL AFFAIRS, H 2025-02-14 COSPONSOR(S): RAUSCHER.... see more on LegiScan",Roll Over,987d4eaf34e39fc34aa325674e1eab49,1928160,https://www.akleg.gov/PDF/34/Bills/HB0045A.PDF,,Y,Y,Y,Y,None,TpvCMqBfLmc9tKXDufvVT9
Alaska,HB46,"App Stores, Parents, And Minors",Censorship: Online Obscenity,Civil: Liability,2025-01-22,REFERRED TO LABOR & COMMERCE,Moderate,Moderate,,https://legiscan.com/AK/bill/HB46/2025,"Sarah Vance, Jubilee Underwood",,"H 2025-01-22 PREFILE RELEASED 1/17/25, H 2025-01-22 READ THE FIRST TIME - REFERRALS, H 2025-01-22 L&C, JUD, H 2025-01-22 REFERRED TO LABOR & COMMERCE.... see more on LegiScan",Roll Over,ddb885f25597ddbc57f490214b5f18e6,1927353,https://www.akleg.gov/PDF/34/Bills/HB0046A.PDF,,,,Y,,None,Dkaw39ZWZwDudUo22AUQGY
Alaska,HB53,Approp: Operating Budget; Cap; Supp,Appropriations / Gender Affirming Care Ban: Public Funds,,2026-01-20,DPS INTENT LANGUAGE REPORT,Moderate,Moderate,"Amended away before passage: Ban on state funds for GAC ""related to gender dysphoria that is not a mandatory service"" - tries to avoid conflict with court mandated Medicaid coverage",https://legiscan.com/AK/bill/HB53/2025,Rules,"Hearing 2025-02-04 13:30 Adams 519, Hearing 2025-02-05 13:30 Adams 519, Hearing 2025-02-06 13:30 Adams 519, Hearing 2025-02-11 10:30 Adams 519, Hearing 2025-02-12 08:00 Adams 519, Hearing 2025-02-12 13:30 Adams 519, Hearing 2025-02-13 13:30 Adams 519, Hearing 2025-02-14 13:30 Adams 519, Hearing 2025-02-17 13:30 Adams 519, Hearing 2025-02-19 13:30 Adams 519, Hearing 2025-02-21 13:30 Adams 519, Hearing 2025-02-24 13:30 Adams 519, Hearing 2025-02-25 13:30 Adams 519, Hearing 2025-02-26 13:30 Adams 519, Hearing 2025-02-27 13:30 Adams 519, Hearing 2025-02-28 13:30 Adams 519, Hearing 2025-03-04 13:30 Adams 519, Hearing 2025-03-06 13:30 Adams 519, Hearing 2025-03-07 13:30 Adams 519, Hearing 2025-03-10 08:30 Adams 519, Hearing 2025-03-11 08:30 Adams 519, Hearing 2025-03-12 16:30 Adams 519, Hearing 2025-03-12 13:30 Adams 519, Hearing 2025-03-13 16:30 Adams 519, Hearing 2025-03-14 13:30 Adams 519, Hearing 2025-03-20 13:30 Adams 519, Hearing 2025-03-24 13:30 Adams 519, Hearing 2025-03-25 13:30 Adams 519, Hearing 2025-03-26 13:30 Adams 519, Hearing 2025-03-26 09:00 Adams 519, Hearing 2025-03-27 13:30 Adams 519, Hearing 2025-03-27 09:00 Adams 519, Hearing 2025-03-28 13:30 Adams 519, Hearing 2025-03-28 08:30 Adams 519, Hearing 2025-03-29 11:00 Adams 519, Hearing 2025-03-31 08:30 Adams 519, Hearing 2025-03-31 13:30 Adams 519, Hearing 2025-04-01 09:00 Adams 519, Hearing 2025-04-01 13:30 Adams 519, Hearing 2025-04-02 09:00 Adams 519, Hearing 2025-04-02 13:30 Adams 519, Hearing 2025-04-03 13:30 Adams 519, Hearing 2025-04-03 09:00 Adams 519","H 2025-01-22 READ THE FIRST TIME - REFERRALS, H 2025-01-22 FIN, H 2025-01-22 GOVERNOR'S TRANSMITTAL LETTER, H 2025-04-11 FIN RPT CS(FIN) NEW TITLE 1DP 1DNP 9AM, H 2025-04-11 DP: FOSTER, H 2025-04-11 DNP: JOHNSON, H 2025-04-11 AM: HANNAN, GALVIN, JIMMIE, BYNUM, ALLARD, STAPP, TOMASZEWSKI, JOSEPHSON,, H 2025-04-11 SCHRAGE, H 2025-04-11 DEADLINE FOR ALL AMS AT 5:00 P.M. MONDAY 4/14 Y21 N16 E3, H 2025-04-11 RULES TO CALENDAR 4/11/2025, H 2025-04-11 READ THE SECOND TIME, H 2025-04-11 FIN CS ADOPTED UC, H 2025-04-11 AM NO 1 OFFERED, H 2025-04-11 MOTION TO ADJOURN FAILED Y16 N21 E3, H 2025-04-11 AM NO 1 ADOPTED Y20 N17 E3, H 2025-04-11 HELD IN SECOND READING TO 4/14 CALENDAR, H 2025-04-14 BEFORE HOUSE IN SECOND READING, H 2025-04-14 AM NOS 2 AND 3 NOT OFFERED, H 2025-04-14 AM NO 4 ADOPTED Y36 N4, H 2025-04-14 AM NO 5 ADOPTED Y34 N6, H 2025-04-14 AM NO 6 ADOPTED Y35 N5, H 2025-04-14 AM NO 7 OFFERED, H 2025-04-14 AM NO 7 NOT TABLED Y19 N21, H 2025-04-14 AM NO 7 ADOPTED Y21 N19, H 2025-04-14 ...CHANGES TITLE OF LEGISLATION, H 2025-04-14 AM NO 8 OFFERED AND WITHDRAWN UC, H 2025-04-14 BEFORE HOUSE IN SECOND READING, H 2025-04-14 RESCIND ACTION (ADOPTED) AM 1 FAILED Y20 N20, H 2025-04-14 AM NO 9 OFFERED, H 2025-04-14 AM 1 TO AM 9 OFFERED AND WITHDRAWN, H 2025-04-14 AM NO 9 FAILED Y14 N26, H 2025-04-14 AM NO 10 FAILED Y20 N20, H 2025-04-14 RESCIND ACTION (FAILED) AM 10 Y20 N20, H 2025-04-14 AM NO 11 ADOPTED Y26 N14, H 2025-04-14 BEFORE HOUSE IN SECOND READING, H 2025-04-14 AM NO 12 FAILED Y19 N21, H 2025-04-14 AM NO 13 FAILED Y19 N21, H 2025-04-14 AM NO 14 FAILED Y13 N27, H 2025-04-14 AM NO 15 FAILED Y16 N24, H 2025-04-14 AM NO 16 NOT OFFERED, H 2025-04-14 AM NO 17 FAILED Y19 N21, H 2025-04-14 AM NOS 18 AND 19 MOVED TO BOTTOM, H 2025-04-14 AM NO 20 OFFERED, H 2025-04-14 AM 1 TO AM 20 NOT OFFERED, H 2025-04-14 AM 2 TO AM 20 ADOPTED UC, H 2025-04-14 AM NO 20 AS AMD ADOPTED Y21 N19, H 2025-04-14 BEFORE HOUSE IN SECOND READING, H 2025-04-14 AM NO 21 MOVED TO BOTTOM, H 2025-04-14 AM NO 22 FAILED Y19 N20 A1, H 2025-04-14 AM NO 23 ADOPTED Y24 N16, H 2025-04-14 AM NO 24 NOT OFFERED, H 2025-04-14 AM NO 25 FAILED Y17 N23, H 2025-04-14 AM NO 26 FAILED Y17 N23, H 2025-04-14 AM NO 27 FAILED Y11 N29, H 2025-04-14 AM NO 28 OFFERED, H 2025-04-14 AM NO 28 TABLED Y22 N17 A1, H 2025-04-14 AM NO 29 ADOPTED UC, H 2025-04-14 AM NO 30 ADOPTED Y26 N12 A2, H 2025-04-14 AM NO 31 MOVED TO BOTTOM, H 2025-04-14 AM NO 32 FAILED Y10 N30, H 2025-04-14 AM NO 33 OFFERED, H 2025-04-14 AM 1 TO AM 33 ADOPTED UC, H 2025-04-14 AM NO 33 AS AMD TABLED Y36 N4, H 2025-04-14 HELD IN SECOND READING TO 4/15 CALENDAR, H 2025-04-14 ADJOURNED TO 4/15 CALENDAR, H 2025-04-15 BEFORE HOUSE IN SECOND READING, H 2025-04-15 AM NO 34 NOT OFFERED, H 2025-04-15 AM NO 35 FAILED Y17 N23, H 2025-04-15 AM NO 36 OFFERED, H 2025-04-15 AM 1 TO AM 36 ADOPTED Y32 N8, H 2025-04-15 AM 2 TO AM 36 ADOPTED UC, H 2025-04-15 AM NO 36 AS AMD ADOPTED Y25 N15, H 2025-04-15 AM NO 37 FAILED Y18 N22, H 2025-04-15 AM NO 38 FAILED Y19 N21, H 2025-04-15 AM NO 39 NOT OFFERED, H 2025-04-15 AM NO 40 OFFERED AND PENDING, H 2025-04-15 AM NO 40 FAILED Y19 N21, H 2025-04-15 AM NO 41 NOT OFFERED, H 2025-04-15 AM NO 42 FAILED Y19 N21, H 2025-04-15 AM NO 43 FAILED Y20 N20, H 2025-04-15 AM NO 44 FAILED Y19 N21, H 2025-04-15 AM NO 45 NOT OFFERED, H 2025-04-15 AM NO 46 ADOPTED UC, H 2025-04-15 AM NO 47 ADOPTED Y37 N3, H 2025-04-15 AM NO 48 NOT OFFERED, H 2025-04-15 AM NO 49 FAILED Y19 N21, H 2025-04-15 AM NO 50 OFFERED, H 2025-04-15 AM 1 TO AM 50 OFFERED, H 2025-04-15 RULED OUT OF ORDER MOTION FAILED Y20 N20, H 2025-04-15 AM 1 TO AM 50 FAILED Y16 N24, H 2025-04-15 AM 2 TO AM 50 ADOPTED UC, H 2025-04-15 AM NO 50 AS AMD FAILED Y20 N20, H 2025-04-15 AM NO 51 OFFERED, H 2025-04-15 MOTION TO WITHDRAW FAILED Y19 N21, H 2025-04-15 AM NO 51 NOT TABLED Y19 N21, H 2025-04-15 AM NO 51 FAILED Y20 N20, H 2025-04-15 AM NO 52 ADOPTED UC, H 2025-04-15 AM NOS 53 AND 54 NOT OFFERED, H 2025-04-15 AM NO 55 ADOPTED UC, H 2025-04-15 AM NO 56 NOT OFFERED, H 2025-04-15 AM NO 57 ADOPTED Y38 N2, H 2025-04-15 AM NO 58 ADOPTED Y32 N8, H 2025-04-15 AM NO 59 FAILED Y19 N21, H 2025-04-15 AM NO 60 FAILED Y17 N23, H 2025-04-15 BEFORE HOUSE IN SECOND READING, H 2025-04-15 AM NO 61 FAILED Y17 N23, H 2025-04-15 AM NO 62 FAILED Y19 N21, H 2025-04-15 AM NO 63 FAILED Y18 N22, H 2025-04-15 AM NO 64 FAILED Y19 N21, H 2025-04-15 AM NO 65 FAILED Y19 N21, H 2025-04-15 AM NO 66 NOT OFFERED, H 2025-04-15 AM NO 67 FAILED Y20 N20, H 2025-04-15 AM NO 68 NOT OFFERED, H 2025-04-15 AM NO 69 OFFERED AND WITHDRAWN, H 2025-04-15 RESCIND ACTION (FAILED) AM 67 FAILED Y20 N20, H 2025-04-15 RESCIND ACTION (FAILED) AM 51 PASSED Y28 N12, H 2025-04-15 AM NO 51 FAILED Y15 N25, H 2025-04-15 AM NOS 70 AND 71 NOT OFFERED, H 2025-04-15 AM NO 72 FAILED Y19 N21, H 2025-04-15 AM NO 73 OFFERED AND PENDING, H 2025-04-15 AM NO 73 FAILED Y19 N21, H 2025-04-15 AM NO 74 OFFERED, H 2025-04-15 AM 1 TO AM 74 ADOPTED UC, H 2025-04-15 AM NO 74 AS AMD FAILED Y17 N23, H 2025-04-15 AM NO 75 NOT OFFERED, H 2025-04-15 AM NO 76 FAILED Y20 N20, H 2025-04-15 AM NO 77 NOT OFFERED, H 2025-04-15 AM NO 78 OFFERED AND PENDING, H 2025-04-15 AM 1 TO AM 78 ADOPTED UC, H 2025-04-15 AM NO 78 AS AMD FAILED Y19 N21, H 2025-04-15 AM NOS 79 AND 80 NOT OFFERED, H 2025-04-15 TAKE AM 28 FROM TABLE UC, H 2025-04-15 AM 1 TO AM 28 ADOPTED UC, H 2025-04-15 AM NO 28 AS AMD ADOPTED UC, H 2025-04-15 MOTION TO TAKE AM 33 AS AMD FROM TABLE UC, H 2025-04-15 AM NO 33 AS AMD ADOPTED UC, H 2025-04-15 AM NO 31 OFFERED AND WITHDRAWN, H 2025-04-15 AM NOS 18, 19, AND 21 NOT OFFERED, H 2025-04-15 ADVANCED TO THIRD READING 4/16 CALENDAR.... see more on LegiScan",Failed,e5903d2eaa320e0c9900a5449ad53ee4,1935103,"https://www.akleg.gov/PDF/34/Bills/HB0053A.PDF, https://www.akleg.gov/PDF/34/Bills/HB0053B.PDF, https://www.akleg.gov/PDF/34/A/HB0053-H001.PDF",,Y,,Y,Y,None,9dWtT5mcUsrSPyKTGv2dYg
Alaska,HB6,State Fund Fiduc Duty:social/pol Interest,Public Investment Restriction: Anti-Boycotts,,2025-03-26,COSPONSOR(S): VANCE,Moderate,Moderate,"No investment in ""providing or limiting access to abortion, sex or gender change or transgender surgery""; Heritage Foundation's ""Eliminate Economic Boycotts Act""",https://legiscan.com/AK/bill/HB6/2025,"Kevin McCabe, Sarah Vance",Hearing 2025-03-19 13:00 Gruenberg 120,"H 2025-01-22 PREFILE RELEASED 1/10/25, H 2025-01-22 READ THE FIRST TIME - REFERRALS, H 2025-01-22 JUD, FIN, H 2025-01-22 REFERRED TO JUDICIARY, H 2025-03-26 COSPONSOR(S): VANCE.... see more on LegiScan",Roll Over,396bfdfd02b56bb4c2b3310bc59b9845,1912450,https://www.akleg.gov/PDF/34/Bills/HB0006A.PDF,,Y,,Y,Y,None,Bpufih1yqD6p77MG8JSkyM
Arizona,HB2057,Parental rights; medical records,Forced Outing,,2025-01-15,House read second time,Moderate,Low,Gives parents access to records including for procedures & mental health care that don't require parental consent,https://legiscan.com/AZ/bill/HB2057/2025,"Lisa Fink, Rachel Keshel, Khyl Powell, Michael Way",,"H 2025-01-08 Prefile, H 2025-01-13 Introduced in House and read first time, H 2025-01-13 Assigned to House HHS Committee, H 2025-01-13 Assigned to House RULES Committee, H 2025-01-15 House read second time.... see more on LegiScan",Failed,8c2a9741fb7f59aa49af1022697bbc68,1907904,https://www.azleg.gov/legtext/57leg/1r/bills/hb2057p.htm,,,,Y,,None,Lp6YXwkNMwkf37DzgAL5gH
Arizona,HB2062,Sex-based terms; laws; rules; regulations,Trans Bathroom Ban: Public Properties / End Legal Recognition,None,2025-04-15,Governor Vetoed,Moderate,Low,"Based on IWF and WoLF's so-called ""Women's Bill of Rights""",https://legiscan.com/AZ/bill/HB2062/2025,"Lisa Fink, Rachel Keshel, Khyl Powell, Michael Way","Hearing 2025-01-22 09:00 HHR 5, Hearing 2025-01-27 13:00 HHR 4, Hearing 2025-03-05 10:00 SHR 1, Hearing 2025-03-17 13:00 Caucus Room 1","H 2025-01-08 Prefile, H 2025-01-13 Introduced in House and read first time, H 2025-01-13 Assigned to House GOV Committee, H 2025-01-13 Assigned to House RULES Committee, H 2025-01-15 House read second time, H 2025-01-22 House GOV Committee action: Do Pass Amended, voting: (4-3-0-0-0-0), H 2025-01-27 House RULES Committee action: constitutional and in proper form, voting: (5-3-0-0-0-0), H 2025-01-28 House majority caucus: Do pass, H 2025-01-28 House minority caucus: Do pass, H 2025-02-05 House Committee of the Whole action: Do Pass Amended, H 2025-02-05 House motion to amend, H 2025-02-12 House third reading PASSED voting: (32-27-1-0), S 2025-02-12 Transmit to Senate, S 2025-02-24 Introduced in Senate and read first time, S 2025-02-24 Assigned to Senate GOV Committee, S 2025-02-24 Assigned to Senate RULES Committee, S 2025-02-25 Senate read second time, S 2025-03-05 Senate GOV Committee action: Do Pass, voting: (4-3-0-0), S 2025-03-17 Senate RULES Committee action: Proper For Consideration, voting: (5-4-0-0), S 2025-03-17 Senate consent calendar, S 2025-03-18 Senate majority caucus: Do pass, S 2025-03-18 Senate minority caucus: Do pass, S 2025-04-03 Senate Committee of the Whole action: Do Pass, S 2025-04-03 Senate motion to amend, S 2025-04-08 Senate third reading PASSED voting: (17-11-2-0), H 2025-04-08 Transmit to House,  2025-04-09 Transmitted to Governor,  2025-04-15 Governor Vetoed.... see more on LegiScan",Vetoed,b5b2f41dae4e71d0fddaf7affc61e5f4,1907546,"https://www.azleg.gov/legtext/57leg/1r/bills/hb2062p.htm, https://www.azleg.gov/legtext/57leg/1r/bills/hb2062h.htm",,Y,,Y,Y,Sex at Birth / Binary Sex / Gamete Production / Biological Sex,V6P88nkdm8Woyuy1UgCjoW
Arizona,HB2113,Flags; public property; prohibition,Censorship: Pride Flag Ban,None,2025-03-19,"Senate GOV Committee action: Held, voting: (0-0-0-0)",Moderate,Low,,https://legiscan.com/AZ/bill/HB2113/2025,"Nickolas Kupper, Walter Blackman, Michael Carbone, Lisa Fink, Ralph Heap, Laurin Hendrix, David Marshall, Quang Nguyen, James Taylor, Julie Willoughby","Hearing 2025-01-22 09:00 HHR 5, Hearing 2025-01-27 13:00 HHR 4, Hearing 2025-03-05 10:00 SHR 1, Hearing 2025-03-12 00:00 SHR 1, Hearing 2025-03-19 09:00 SHR 1","H 2025-01-13 Prefile, H 2025-01-15 Introduced in House and read first time, H 2025-01-15 Assigned to House GOV Committee, H 2025-01-15 Assigned to House  Committee, H 2025-01-15 Assigned to House RULES Committee, H 2025-01-16 House read second time, H 2025-01-22 House GOV Committee action: Do Pass Amended, voting: (4-3-0-0-0-0), H 2025-01-22 House  Committee action: do pass amended on reconsideration, voting: (4-3-0-0-0-0), H 2025-01-27 House RULES Committee action: constitutional and in proper form, voting: (5-3-0-0-0-0), H 2025-01-28 House majority caucus: Do pass, H 2025-01-28 House minority caucus: Do pass, H 2025-02-05 House Committee of the Whole action: Do Pass Amended, H 2025-02-11 House third reading PASSED voting: (34-24-2-0), S 2025-02-11 Transmit to Senate, S 2025-02-25 Introduced in Senate and read first time, S 2025-02-25 Assigned to Senate GOV Committee, S 2025-02-25 Assigned to Senate RULES Committee, S 2025-02-26 Senate read second time, S 2025-03-19 Senate GOV Committee action: Held, voting: (0-0-0-0).... see more on LegiScan",Failed,d43e98e56518a77ca9b76725044239eb,1915729,"https://www.azleg.gov/legtext/57leg/1r/bills/hb2113p.htm, https://www.azleg.gov/legtext/57leg/1r/bills/hb2113h.htm",,,,Y,Y,None,SoX58EiV8jA5ee4vrBnzqf
Arizona,HB2126,Medical records; parental rights,Forced Outing,,2025-04-15,Governor Vetoed,Moderate,Low,Gives parents access to records including for procedures & mental health care that don't require parental consent,https://legiscan.com/AZ/bill/HB2126/2025,"Julie Willoughby, Leo Biasiucci, Selina Bliss, Michael Carbone, Nickolas Kupper, Steve Montenegro, Quang Nguyen","Hearing 2025-02-10 14:00 HHR 4, Hearing 2025-02-17 13:00 HHR 4, Hearing 2025-03-12 09:00 SHR 2, Hearing 2025-03-17 13:00 Caucus Room 1","H 2025-01-13 Prefile, H 2025-01-21 Introduced in House and read first time, H 2025-01-21 Assigned to House HHS Committee, H 2025-01-21 Assigned to House RULES Committee, H 2025-01-22 House read second time, H 2025-02-10 House HHS Committee action: Do Pass, voting: (8-4-0-0-0-0), H 2025-02-17 House RULES Committee action: constitutional and in proper form, voting: (7-0-0-1-0-0), H 2025-02-17 House consent calendar, H 2025-02-18 House majority caucus: Do pass, H 2025-02-18 House minority caucus: Do pass, H 2025-02-20 House Committee of the Whole action: Do Pass, H 2025-02-25 House third reading PASSED voting: (35-25-0-0), S 2025-02-25 Transmit to Senate, S 2025-03-03 Introduced in Senate and read first time, S 2025-03-03 Assigned to Senate HHS Committee, S 2025-03-03 Assigned to Senate RULES Committee, S 2025-03-04 Senate read second time, S 2025-03-12 Senate HHS Committee action: Do Pass, voting: (3-2-2-0), S 2025-03-17 Senate RULES Committee action: Proper For Consideration, voting: (0-0-0-0), S 2025-03-17 Senate consent calendar, S 2025-03-18 Senate majority caucus: Do pass, S 2025-03-18 Senate minority caucus: Do pass, S 2025-04-03 Senate Committee of the Whole action: Do Pass, S 2025-04-09 Senate third reading PASSED voting: (17-13-0-0), H 2025-04-09 Transmit to House,  2025-04-10 Transmitted to Governor,  2025-04-15 Governor Vetoed.... see more on LegiScan",Vetoed,483b7006c84582798f613c184b6dc916,1915411,"https://www.azleg.gov/legtext/57leg/1r/bills/hb2126p.htm, https://www.azleg.gov/legtext/57leg/1r/bills/hb2126h.htm",,,,Y,,None,7ZBC1eT8DjpspCFLb9zP49
Arizona,HB2438,Birth certificates; amendments; prohibition,Birth Certificate or Identification Change Ban / Gender Marker Change Ban,None,2025-05-02,Governor Vetoed,Moderate,Low,"Requires physician attestation to ""sex change operation"" or a court order",https://legiscan.com/AZ/bill/HB2438/2025,"Rachel Keshel, Leo Biasiucci, Joseph Chaplik, Lupe Diaz, Lisa Fink, John Gillette, Ralph Heap, Alexander Kolodin, Nickolas Kupper, David Marshall, Michele Pena, Beverly Pingerelli, Khyl Powell, James Taylor, Jeff Weninger","Hearing 2025-02-05 08:30 HHR 4, Hearing 2025-02-10 13:00 HHR 4, Hearing 2025-03-19 09:00 SHR 2, Hearing 2025-03-24 13:00 Caucus Room 1","H 2025-01-22 Introduced in House and read first time, H 2025-01-22 Assigned to House JUD Committee, H 2025-01-22 Assigned to House RULES Committee, H 2025-01-23 House read second time, H 2025-02-05 House JUD Committee action: Do Pass Amended, voting: (6-3-0-0-0-0), H 2025-02-10 House RULES Committee action: constitutional and in proper form, voting: (5-3-0-0-0-0), H 2025-02-11 House majority caucus: Do pass, H 2025-02-11 House minority caucus: Do pass, H 2025-02-17 House Committee of the Whole action: Do Pass Amended, H 2025-02-19 House third reading PASSED voting: (33-26-1-0), S 2025-02-19 Transmit to Senate, S 2025-02-27 Introduced in Senate and read first time, S 2025-02-27 Assigned to Senate HHS Committee, S 2025-02-27 Assigned to Senate RULES Committee, S 2025-03-03 Senate read second time, S 2025-03-19 Senate HHS Committee action: Do Pass, voting: (4-3-0-0), S 2025-03-24 Senate RULES Committee action: Proper For Consideration, voting: (5-4-0-0), S 2025-03-24 Senate consent calendar, S 2025-03-25 Senate majority caucus: Do pass, S 2025-03-25 Senate minority caucus: Do pass, S 2025-04-10 Senate Committee of the Whole action: Do Pass Amended, S 2025-04-15 Senate third reading PASSED voting: (17-13-0-0), H 2025-04-15 Transmit to House, H 2025-04-16 House minority caucus: Conference, H 2025-04-17 House Conference Committee recommended.... see more on LegiScan",Vetoed,8432a630a6b08e0e7580befba3e427e1,1923247,"https://www.azleg.gov/legtext/57leg/1r/bills/hb2438p.htm, https://www.azleg.gov/legtext/57leg/1r/bills/hb2438h.htm, https://www.azleg.gov/legtext/57leg/1r/bills/hb2438s.htm",,Y,,Y,Y,Birth Certificate,HuTgTTpJRqRumxZwaUbkbd
Arizona,HB2868,Discrimination; policies; preferential treatment,DEI Ban: Government Entities / DEI Ban: Colleges / DEI Ban: Public Funds,Civil: Fine,2025-05-13,Governor Vetoed,Moderate,Low,Includes state moneys ban on training re SOGI among other enuemerated classes,https://legiscan.com/AZ/bill/HB2868/2025,"Michael Way, Leo Biasiucci, Michael Carbone, Neal Carter, Pamela Carter, Lisa Fink, Matt Gress, Nickolas Kupper, Chris Lopez, Steve Montenegro, Quang Nguyen, Justin Olson, Khyl Powell, James Taylor, Jeff Weninger","Hearing 2025-02-20 00:00 HHR 5, Hearing 2025-02-24 08:00 HHR 4, Hearing 2025-02-25 08:00 HHR 4, Hearing 2025-03-26 08:05 SHR 1, Hearing 2025-03-31 13:00 Caucus Room 1","H 2025-02-11 Introduced in House and read first time, H 2025-02-11 Assigned to House GOV Committee, H 2025-02-11 Assigned to House RULES Committee, H 2025-02-12 House read second time, H 2025-02-20 House GOV Committee action: Do Pass, voting: (4-3-0-0-0-0), H 2025-02-25 House RULES Committee action: constitutional and in proper form, voting: (7-0-0-1-0-0), H 2025-02-25 House consent calendar, H 2025-02-25 House majority caucus: Do pass, H 2025-02-25 House minority caucus: Do pass, H 2025-02-26 House Committee of the Whole action: Do Pass, H 2025-03-03 House third reading PASSED voting: (32-26-2-0), S 2025-03-03 Transmit to Senate, S 2025-03-06 Introduced in Senate and read first time, S 2025-03-06 Assigned to Senate GOV Committee, S 2025-03-06 Assigned to Senate RULES Committee, S 2025-03-10 Senate read second time, S 2025-03-26 Senate GOV Committee action: do pass amended/strike-everything, voting: (4-3-0-0), S 2025-03-31 Senate RULES Committee action: Proper For Consideration, voting: (5-4-0-0), S 2025-04-01 Senate majority caucus: Do pass, S 2025-04-01 Senate minority caucus: Do pass.... see more on LegiScan",Vetoed,c76bf5a573caad631ba038af4c9124c3,1964458,"https://www.azleg.gov/legtext/57leg/1r/bills/hb2868p.htm, https://www.azleg.gov/legtext/57leg/1r/bills/hb2868h.htm",,Y,Y,Y,Y,None,EvJAfNq1VBJwSBD4tCow5h
Arizona,HCR2042,Preferential treatment; discrimination; prohibited acts,DEI Ban,Civil: Withhold Funds,2025-03-19,"Senate GOV Committee action: Do Pass, voting: (4-3-0-0)",Moderate,Low,Includes state moneys ban on training re SOGI among other enuemerated classes,https://legiscan.com/AZ/bill/HCR2042/2025,"Steve Montenegro, Leo Biasiucci, Selina Bliss, Michael Carbone, Neal Carter, Pamela Carter, Lisa Fink, John Gillette, Gail Griffin, Ralph Heap, Rachel Keshel, Nickolas Kupper, David Livingston, Michele Pena, Beverly Pingerelli, Khyl Powell, Tony Rivero, Michael Way, Julie Willoughby, Janae Shamp","Hearing 2025-02-12 09:00 HHR 5, Hearing 2025-02-17 13:00 HHR 4","H 2025-01-27 Introduced in House and read first time, H 2025-01-27 Assigned to House GOV Committee, H 2025-01-27 Assigned to House RULES Committee, H 2025-01-28 House read second time, H 2025-02-12 House GOV Committee action: Do Pass, voting: (4-3-0-0-0-0), H 2025-02-17 House RULES Committee action: constitutional and in proper form, voting: (7-0-0-1-0-0), H 2025-02-17 House consent calendar, H 2025-02-18 House majority caucus: Do pass, H 2025-02-18 House minority caucus: Do pass, H 2025-02-20 House Committee of the Whole action: Do Pass, H 2025-02-25 House third reading PASSED voting: (33-27-0-0), S 2025-02-25 Transmit to Senate, S 2025-03-03 Introduced in Senate and read first time, S 2025-03-03 Assigned to Senate GOV Committee, S 2025-03-03 Assigned to Senate RULES Committee, S 2025-03-04 Senate read second time.... see more on LegiScan",Failed,75e0bf36f893c60a42746f428dfe3ec9,1937330,"https://www.azleg.gov/legtext/57leg/1r/bills/hcr2042p.htm, https://www.azleg.gov/legtext/57leg/1r/bills/hcr2042h.htm",,Y,Y,Y,Y,None,8XTcppQ9y62m7eN4tiBq4z
